iter_id,design,port_class,n,median_delta_ns
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_1,jpeg_encoder,input_only,52,0.27209149999999993
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_1,jpeg_encoder,internal,144,-0.007673999999999959
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_1,jpeg_encoder,output_only,5,-0.32892099999999996
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_2,jpeg_encoder,input_only,57,0.267483
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_2,jpeg_encoder,internal,155,-0.00620900000000002
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_2,jpeg_encoder,output_only,5,-0.32098699999999997
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_3,jpeg_encoder,input_only,61,0.264451
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_3,jpeg_encoder,internal,163,-0.006296000000000079
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_3,jpeg_encoder,output_only,5,-0.317138
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_4,jpeg_encoder,input_only,65,0.276943
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_4,jpeg_encoder,internal,173,-0.005922000000000094
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_1__iter_4,jpeg_encoder,output_only,5,-0.34614
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_1,jpeg_encoder,input_only,52,0.2665465
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_1,jpeg_encoder,internal,144,-0.008093000000000072
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_1,jpeg_encoder,output_only,5,-0.330916
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_2,jpeg_encoder,input_only,53,0.288145
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_2,jpeg_encoder,internal,148,-0.00867699999999999
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_2,jpeg_encoder,output_only,5,-0.334474
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_3,jpeg_encoder,input_only,54,0.2727485
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_3,jpeg_encoder,internal,149,-0.0064870000000000205
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_3,jpeg_encoder,output_only,5,-0.34811299999999995
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_4,jpeg_encoder,input_only,56,0.30858450000000004
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_4,jpeg_encoder,internal,156,-0.007302500000000045
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_2__iter_4,jpeg_encoder,output_only,5,-0.360392
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_1,jpeg_encoder,input_only,52,0.2665465
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_1,jpeg_encoder,internal,144,-0.008093000000000072
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_1,jpeg_encoder,output_only,5,-0.330916
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_2,jpeg_encoder,input_only,56,0.263035
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_2,jpeg_encoder,internal,154,-0.007089999999999985
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_2,jpeg_encoder,output_only,5,-0.34717699999999996
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_3,jpeg_encoder,input_only,56,0.25070400000000004
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_3,jpeg_encoder,internal,154,-0.007191000000000003
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_3,jpeg_encoder,output_only,5,-0.339868
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_4,jpeg_encoder,input_only,56,0.3075105
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_4,jpeg_encoder,internal,154,-0.007250499999999993
2026-06-05_15-36-58__opencores__jpeg_encoder__reference_epoch_3__iter_4,jpeg_encoder,output_only,5,-0.328105
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_1,wb_dma,both,28,-0.027908499999999996
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_1,wb_dma,input_only,49,0.23683500000000002
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_1,wb_dma,internal,447,-0.12259199999999992
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_1,wb_dma,output_only,18,-0.3725115
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_2,wb_dma,both,28,-0.027908499999999996
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_2,wb_dma,input_only,49,0.23683500000000002
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_2,wb_dma,internal,447,-0.12259199999999992
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_2,wb_dma,output_only,18,-0.3725115
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_3,wb_dma,both,28,-0.044396500000000005
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_3,wb_dma,input_only,49,0.19852300000000006
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_3,wb_dma,internal,472,-0.1370285
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_3,wb_dma,output_only,19,-0.367965
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_4,wb_dma,both,20,-0.04601550000000001
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_4,wb_dma,input_only,50,0.24675750000000002
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_4,wb_dma,internal,472,-0.13060149999999998
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_1__iter_4,wb_dma,output_only,23,-0.35829199999999994
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_1,wb_dma,both,28,-0.027908499999999996
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_1,wb_dma,input_only,49,0.23683500000000002
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_1,wb_dma,internal,447,-0.12259199999999992
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_1,wb_dma,output_only,18,-0.3725115
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_2,wb_dma,both,28,-0.027908499999999996
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_2,wb_dma,input_only,49,0.23683500000000002
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_2,wb_dma,internal,447,-0.12259199999999992
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_2,wb_dma,output_only,18,-0.3725115
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_3,wb_dma,both,28,-0.0033640000000000024
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_3,wb_dma,input_only,49,0.247703
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_3,wb_dma,internal,448,-0.110903
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_3,wb_dma,output_only,18,-0.37326149999999997
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_4,wb_dma,both,28,-0.008050000000000005
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_4,wb_dma,input_only,49,0.252494
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_4,wb_dma,internal,455,-0.15737600000000002
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_2__iter_4,wb_dma,output_only,14,-0.36566899999999997
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_1,wb_dma,both,28,-0.010786500000000004
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_1,wb_dma,input_only,33,0.26131499999999996
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_1,wb_dma,internal,444,-0.1165205
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_1,wb_dma,output_only,18,-0.35934099999999997
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_2,wb_dma,both,28,-0.028200999999999997
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_2,wb_dma,input_only,33,0.22861099999999995
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_2,wb_dma,internal,465,-0.12817099999999998
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_2,wb_dma,output_only,18,-0.33315049999999996
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_3,wb_dma,both,28,-0.028200999999999997
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_3,wb_dma,input_only,33,0.22861099999999995
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_3,wb_dma,internal,465,-0.12817099999999998
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_3,wb_dma,output_only,18,-0.33315049999999996
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_4,wb_dma,both,28,-0.021970500000000004
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_4,wb_dma,input_only,33,0.247564
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_4,wb_dma,internal,469,-0.114847
2026-06-05_15-36-58__opencores__wb_dma__reference_epoch_3__iter_4,wb_dma,output_only,18,-0.3602605
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_1,systolic_tpu,input_only,22,0.2408945
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_1,systolic_tpu,internal,60,-0.04412650000000001
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_1,systolic_tpu,output_only,12,-0.334103
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_2,systolic_tpu,input_only,27,0.22483100000000003
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_2,systolic_tpu,internal,60,-0.060501500000000014
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_2,systolic_tpu,output_only,12,-0.3266825
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_3,systolic_tpu,input_only,30,0.217482
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_3,systolic_tpu,internal,70,-0.03579649999999998
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_3,systolic_tpu,output_only,12,-0.3395935
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_4,systolic_tpu,input_only,40,0.252187
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_4,systolic_tpu,internal,97,-0.07430300000000001
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_1__iter_4,systolic_tpu,output_only,12,-0.345209
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_1,systolic_tpu,input_only,23,0.269347
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_1,systolic_tpu,internal,61,-0.034981999999999985
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_1,systolic_tpu,output_only,12,-0.323899
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_2,systolic_tpu,input_only,28,0.20259300000000002
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_2,systolic_tpu,internal,61,-0.06896800000000003
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_2,systolic_tpu,output_only,12,-0.30983799999999995
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_3,systolic_tpu,input_only,43,0.242531
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_3,systolic_tpu,internal,88,-0.044873000000000024
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_3,systolic_tpu,output_only,12,-0.3210305
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_4,systolic_tpu,input_only,46,0.243884
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_4,systolic_tpu,internal,94,-0.05118250000000002
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_2__iter_4,systolic_tpu,output_only,12,-0.32619
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_1,systolic_tpu,input_only,22,0.2136885
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_1,systolic_tpu,internal,59,-0.058570000000000004
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_1,systolic_tpu,output_only,12,-0.331489
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_2,systolic_tpu,input_only,27,0.226284
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_2,systolic_tpu,internal,59,-0.07655999999999996
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_2,systolic_tpu,output_only,12,-0.32260849999999996
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_3,systolic_tpu,input_only,31,0.22863299999999998
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_3,systolic_tpu,internal,68,-0.060023499999999994
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_3,systolic_tpu,output_only,12,-0.337334
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_4,systolic_tpu,input_only,33,0.163605
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_4,systolic_tpu,internal,76,-0.05427250000000003
2026-06-06_03-12-42__abdelazeem201__systolic_tpu__reference_epoch_3__iter_4,systolic_tpu,output_only,12,-0.33261399999999997
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_1,viterbi,input_only,77,0.16743200000000003
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_1,viterbi,internal,112,-0.015696500000000002
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_1,viterbi,output_only,12,-0.332017
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_2,viterbi,input_only,81,0.1493009999999999
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_2,viterbi,internal,120,-0.015118999999999883
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_2,viterbi,output_only,12,-0.330584
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_3,viterbi,input_only,86,0.1532175
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_3,viterbi,internal,126,-0.01801050000000004
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_3,viterbi,output_only,12,-0.344143
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_4,viterbi,input_only,88,0.1174635
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_4,viterbi,internal,128,-0.016230499999999926
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_1__iter_4,viterbi,output_only,12,-0.33744549999999995
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_1,viterbi,input_only,77,0.16743200000000003
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_1,viterbi,internal,112,-0.015696500000000002
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_1,viterbi,output_only,12,-0.332017
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_2,viterbi,input_only,82,0.11387999999999998
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_2,viterbi,internal,123,-0.015346000000000082
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_2,viterbi,output_only,12,-0.320543
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_3,viterbi,input_only,84,0.13408350000000002
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_3,viterbi,internal,127,-0.015695999999999932
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_3,viterbi,output_only,12,-0.32405
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_4,viterbi,input_only,87,0.19102699999999995
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_4,viterbi,internal,134,-0.021125999999999978
2026-06-06_03-12-42__coole198669__viterbi__reference_epoch_3__iter_4,viterbi,output_only,12,-0.3542995
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_1__iter_1,reed_solomon,input_only,80,0.282995
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_1__iter_1,reed_solomon,internal,233,-0.01883399999999999
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_1__iter_1,reed_solomon,output_only,8,-0.3228915
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_1__iter_4,reed_solomon,input_only,81,0.276407
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_1__iter_4,reed_solomon,internal,240,-0.01829349999999999
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_1__iter_4,reed_solomon,output_only,8,-0.333787
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_1,reed_solomon,input_only,74,0.2791365
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_1,reed_solomon,internal,234,-0.011657500000000029
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_1,reed_solomon,output_only,8,-0.3235355
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_2,reed_solomon,input_only,74,0.2791365
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_2,reed_solomon,internal,234,-0.011657500000000029
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_2,reed_solomon,output_only,8,-0.3235355
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_3,reed_solomon,input_only,74,0.2551195
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_3,reed_solomon,internal,235,-0.014134000000000008
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_3,reed_solomon,output_only,8,-0.3477445
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_4,reed_solomon,input_only,69,0.295854
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_4,reed_solomon,internal,243,-0.016649999999999943
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_2__iter_4,reed_solomon,output_only,8,-0.330102
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_1,reed_solomon,input_only,76,0.2771155
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_1,reed_solomon,internal,233,-0.021780999999999995
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_1,reed_solomon,output_only,8,-0.343621
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_2,reed_solomon,input_only,76,0.2838465
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_2,reed_solomon,internal,234,-0.015227499999999991
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_2,reed_solomon,output_only,8,-0.32486400000000004
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_3,reed_solomon,input_only,80,0.276039
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_3,reed_solomon,internal,235,-0.02427600000000002
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_3,reed_solomon,output_only,8,-0.3197365
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_4,reed_solomon,input_only,79,0.27899699999999994
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_4,reed_solomon,internal,239,-0.028331999999999996
2026-06-06_03-12-42__opencores__reed_solomon__reference_epoch_3__iter_4,reed_solomon,output_only,8,-0.33580600000000005
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_1,e203,both,21,0.05910700000000002
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_1,e203,input_only,319,0.406239
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_1,e203,internal,500,0.2189505
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_1,e203,output_only,160,-0.11496350000000002
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_2,e203,both,21,0.24890299999999987
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_2,e203,input_only,324,0.5841265
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_2,e203,internal,459,0.22432000000000002
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_2,e203,output_only,196,-0.11833199999999999
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_3,e203,both,28,0.002618499999999982
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_3,e203,input_only,339,0.295466
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_3,e203,internal,404,0.051433000000000006
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_3,e203,output_only,229,-0.32283599999999996
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_4,e203,both,28,0.002618499999999982
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_4,e203,input_only,339,0.295466
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_4,e203,internal,404,0.051433000000000006
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_1__iter_4,e203,output_only,229,-0.32283599999999996
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_1,e203,both,20,0.02691599999999994
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_1,e203,input_only,304,0.31792149999999997
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_1,e203,internal,519,0.19785300000000006
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_1,e203,output_only,157,-0.26849200000000006
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_2,e203,both,19,-0.0013500000000000179
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_2,e203,input_only,304,0.25986400000000004
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_2,e203,internal,521,0.151718
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_2,e203,output_only,156,-0.25638700000000003
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_3,e203,both,27,0.07762200000000008
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_3,e203,input_only,336,0.36327299999999996
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_3,e203,internal,404,0.118674
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_3,e203,output_only,233,-0.19996200000000008
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_4,e203,both,30,0.04586699999999996
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_4,e203,input_only,315,0.398405
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_4,e203,internal,424,0.1746595
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_2__iter_4,e203,output_only,231,-0.21635800000000005
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_3__iter_3,e203,both,22,0.1417020000000001
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_3__iter_3,e203,input_only,300,0.386471
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_3__iter_3,e203,internal,446,0.18376250000000002
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_3__iter_3,e203,output_only,232,-0.10653950000000001
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_3__iter_4,e203,both,21,0.038353000000000026
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_3__iter_4,e203,input_only,312,0.3132395
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_3__iter_4,e203,internal,437,0.10571599999999998
2026-06-06_03-12-42__riscv-mcu__e203__reference_epoch_3__iter_4,e203,output_only,230,-0.19339750000000006
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_1,viterbi,input_only,77,0.16743200000000003
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_1,viterbi,internal,112,-0.015696500000000002
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_1,viterbi,output_only,12,-0.332017
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_2,viterbi,input_only,77,0.194191
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_2,viterbi,internal,112,-0.01501549999999996
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_2,viterbi,output_only,12,-0.29996049999999996
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_3,viterbi,input_only,77,0.162323
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_3,viterbi,internal,112,-0.017893499999999896
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_3,viterbi,output_only,12,-0.3099479999999999
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_4,viterbi,input_only,81,0.17994799999999989
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_4,viterbi,internal,121,-0.017047999999999952
2026-06-06_09-58-24__coole198669__viterbi__reference_epoch_2__iter_4,viterbi,output_only,12,-0.307985
