# start	end	slack_synth_ns	slack_route_ns
uI.state[J]	wbIs_data_o[J]	-0.164600	-0.452183
uI.uJ.pri_outK[L]	wbIs_data_o[J]	-0.135700	-0.419126
uI.uJ.state[K]	wbIs_data_o[J]	-0.119800	-0.382753
wbI_addr_i[J]	wbIs_data_o[J]	-0.117000	-0.112768
wbI_addr_i[J]	wbI_addr_o[J]	-0.101000	-0.105034
wbI_addr_i[J]	wbI_cyc_o	-0.093800	-0.083262
wbI_addr_i[J]	wbI_sel_o[J]	-0.087800	-0.074351
wbI_addr_i[J]	wbI_ack_o	-0.086200	-0.092087
wbI_addr_i[J]	wbI_err_o	-0.076900	-0.084941
wbI_addr_i[J]	wbI_rty_o	-0.076900	-0.087870
uI.ch_sel_r[J]	wbIs_data_o[J]	-0.070600	-0.352704
wbI_addr_i[J]	wbIm_data_o[J]	-0.069900	-0.102930
wbI_addr_i[J]	wbI_stb_o	-0.049500	-0.077495
wbI_addr_i[J]	wbI_we_o	-0.049500	-0.094613
wbI_cyc_i	wbI_addr_o[J]	-0.047900	-0.043183
wbI_cyc_i	wbI_ack_o	-0.019000	-0.037146
wbI_cyc_i	wbIs_data_o[J]	-0.016300	-0.044122
wbI_cyc_i	wbI_err_o	-0.011400	-0.013434
wbI_cyc_i	wbI_rty_o	-0.011400	-0.019579
wbI_ack_i	wbI_ack_o	-0.007500	0.098418
wbI_cyc_i	wbI_cyc_o	-0.006300	0.012943
wbI_cyc_i	wbIm_data_o[J]	0.005700	-0.041089
wbI_cyc_i	wbI_sel_o[J]	0.012900	-0.045799
wbI_cyc_i	wbI_stb_o	0.017400	-0.036538
wbI_cyc_i	wbI_we_o	0.017400	-0.036362
uI.ndr_r[J]	wbIs_data_o[J]	0.092100	-0.228418
uI.uJ.ch_csr_r[K]	wbIs_data_o[J]	0.119700	-0.305380
wbI_stb_i	wbI_stb_o	0.165400	0.091426
wbI_we_i	wbI_we_o	0.165400	0.085980
wbIs_data_i[J]	wbIm_data_o[J]	0.165400	0.097348
wbIm_data_i[J]	wbIs_data_o[J]	0.165800	0.089136
wbI_sel_i[J]	wbI_sel_o[J]	0.177300	0.117273
uI.state[J]	uI.adrJ_cnt[K]	0.184100	-0.061427
uI.state[J]	uI.mastJ_adr[K]	0.192400	-0.013421
wbI_err_i	wbI_err_o	0.193000	0.131625
wbI_rty_i	wbI_rty_o	0.193000	0.137671
uI.uJ.pri_outK[L]	uI.adrJ_cnt[K]	0.211000	-0.033624
uI.state[J]	uI.uJ.ch_txsz_s[K]	0.212700	-0.007417
uI.state[J]	uI.chunk_J	0.214300	-0.007657
uI.state[J]	uI.tsz_cnt[J]	0.217400	-0.033113
uI.state[J]	uI.uJ.ch_csr_r[K]	0.218200	0.090255
wbI_ack_i	uI.mastJ_adr[K]	0.223000	0.366347
uI.state[J]	uI.uJ.ch_adrK_s[L]	0.224700	-0.028846
uI.state[J]	uI.uJ.ch_tot_sz_r[K]	0.224900	0.005841
uI.uJ.pri_outK[L]	uI.mastJ_adr[K]	0.231700	0.033891
uI.uJ.state[K]	uI.adrJ_cnt[K]	0.234100	0.000731
uI.uJ.state[K]	uI.mastJ_adr[K]	0.236500	0.064741
uI.state[J]	uI.uJ.ch_chk_sz_r[K]	0.238100	-0.021248
uI.state[J]	uI.uJ.int_src_r[K]	0.244400	0.082940
uI.state[J]	uI.uJ.pointer_sr[K]	0.245000	0.002181
uI.state[J]	uI.uJ.mast_stb	0.247200	0.124062
uI.state[J]	uI.uJ.pointer_r[K]	0.249000	0.012233
uI.state[J]	uI.uJ.ch_done	0.250300	0.087736
uI.state[J]	uI.chunk_cnt[J]	0.251900	-0.014459
uI.uJ.pri_outK[L]	uI.chunk_J	0.254000	0.046761
uI.uJ.state[K]	uI.chunk_J	0.254300	0.078728
uI.ch_sel_r[J]	uI.mastJ_adr[K]	0.254700	0.087456
uI.state[J]	uI.state[J]	0.257300	0.041577
uI.state[J]	uI.uJ.mast_we_r	0.257500	0.120203
uI.state[J]	uI.uJ.ch_eol	0.257900	0.099475
wbI_ack_i	uI.adrJ_cnt[K]	0.262900	0.448486
uI.uJ.state[K]	uI.uJ.pointer_sr[K]	0.263400	0.100269
uI.uJ.pri_outK[L]	uI.tsz_cnt[J]	0.266700	0.015893
uI.uJ.state[K]	uI.uJ.pointer_r[K]	0.271600	0.110321
uI.uJ.pri_outK[L]	uI.uJ.ch_tot_sz_r[K]	0.271600	0.037839
uI.uJ.pri_outK[L]	uI.uJ.pointer_sr[K]	0.271800	0.078250
uI.state[J]	uI.uJ.ptr_valid	0.274000	0.001074
uI.uJ.state[K]	uI.uJ.ch_chk_sz_r[K]	0.274000	0.037533
uI.uJ.pri_outK[L]	uI.uJ.ch_csr_r[K]	0.274000	0.147361
uI.uJ.pri_outK[L]	uI.state[J]	0.274800	0.111800
uI.uJ.pri_outK[L]	uI.chunk_cnt[J]	0.274900	0.042041
uI.uJ.state[K]	uI.chunk_cnt[J]	0.275200	0.076397
uI.uJ.state[K]	uI.tsz_cnt[J]	0.276400	0.053754
uI.state[J]	uI.ack_o[J]	0.277400	0.125589
uI.state[J]	uI.ch_sel_r[J]	0.278500	0.040580
uI.uJ.state[K]	uI.uJ.ch_tot_sz_r[K]	0.278500	0.075784
uI.uJ.pri_outK[L]	uI.uJ.ch_txsz_s[K]	0.278700	0.011979
uI.uJ.pri_outK[L]	uI.uJ.ch_chk_sz_r[K]	0.279000	-0.001301
uI.uJ.state[K]	uI.uJ.ch_txsz_s[K]	0.282100	0.050813
uI.uJ.pri_outK[L]	uI.uJ.pointer_r[K]	0.284000	0.085717
uI.uJ.pri_outK[L]	uI.uJ.ch_eol	0.285100	0.148481
wbI_ack_i	uI.uJ.mast_stb	0.285700	0.495697
uI.uJ.pri_outK[L]	uI.uJ.mast_stb	0.286400	0.147963
uI.state[J]	uI.uJ.ch_rl	0.286700	0.156369
uI.state[J]	uI.uJ.ch_adrK_r[L]	0.287300	-0.035965
uI.ch_sel_r[J]	uI.adrJ_cnt[K]	0.289300	0.030711
uI.uJ.state[K]	uI.uJ.mast_stb	0.291300	0.195029
uI.uJ.pri_outK[L]	uI.uJ.ch_adrK_s[L]	0.292300	-0.009450
uI.uJ.pri_outK[L]	uI.uJ.int_src_r[K]	0.293200	0.131945
uI.uJ.pri_outK[L]	uI.uJ.mast_we_r	0.296700	0.144105
uI.state[J]	uI.uJ.mast_cyc	0.297500	0.182549
uI.state[J]	uI.write_r	0.298200	0.188747
uI.uJ.state[K]	uI.uJ.ch_csr_r[K]	0.301100	0.185222
uI.uJ.state[K]	uI.uJ.mast_we_r	0.301600	0.191170
uI.state[J]	uI.read_r	0.302000	0.228081
uI.uJ.state[K]	uI.uJ.ch_adrK_s[L]	0.303600	0.029384
uI.state[J]	uI.next_start	0.304500	0.271523
wbI_ack_i	uI.chunk_dec	0.305100	0.551756
uI.uJ.pri_outK[L]	uI.uJ.ptr_valid	0.305200	0.077143
uI.uJ.pri_outK[L]	uI.uJ.ch_done	0.308100	0.136741
uI.uJ.state[K]	uI.uJ.int_src_r[K]	0.309000	0.169806
uI.uJ.state[K]	uI.state[J]	0.309100	0.127961
uI.ch_sel_r[J]	uI.uJ.mast_stb	0.309500	0.226221
uI.uJ.pri_outK[L]	uI.ack_o[J]	0.311100	0.190107
uI.uJ.state[K]	uI.uJ.ch_adrK_r[L]	0.312500	0.022265
uI.uJ.pri_outK[L]	uI.ch_sel_r[J]	0.312600	0.110803
uI.uJ.pri_outK[L]	uI.uJ.ch_adrK_r[L]	0.313200	-0.016569
uI.ch_sel_r[J]	uI.uJ.pointer_sr[K]	0.313200	0.188512
uI.uJ.slv_adr[K]	uI.uJ.ch_amK_r[L]	0.314000	0.024913
uI.uJ.state[K]	uI.uJ.ch_done	0.314000	0.174602
uI.uJ.pri_outK[L]	uI.uJ.ch_rl	0.319100	0.185682
uI.ch_sel_r[J]	uI.uJ.ch_chk_sz_r[K]	0.319400	0.081747
uI.uJ.state[K]	uI.uJ.ch_eol	0.319600	0.186342
uI.ch_sel_r[J]	uI.uJ.mast_we_r	0.319700	0.222363
uI.uJ.slv_adr[K]	_I_	0.320700	-0.030595
uI.uJ.pri_outK[L]	uI.uJ.mast_cyc	0.321300	0.243080
uI.ch_sel_r[J]	uI.uJ.int_src_r[K]	0.321300	0.217538
uI.state[J]	uI.next_ch	0.322900	0.177072
uI.ch_sel_r[J]	uI.uJ.ch_tot_sz_r[K]	0.323800	0.105320
wbI_ack_i	uI.state[J]	0.326600	0.605575
wbI_ack_i	uI.uJ.mast_we_r	0.327900	0.491839
uI.ch_sel_r[J]	uI.uJ.ch_done	0.328100	0.222334
uI.ch_sel_r[J]	uI.tsz_cnt[J]	0.328300	0.101486
uI.state[J]	uI.write_hold_r	0.329800	0.214739
uI.uJ.state[K]	uI.uJ.ptr_valid	0.331700	0.099161
uI.ch_sel_r[J]	uI.uJ.ch_txsz_s[K]	0.332500	0.099090
wbI_ack_i	uI.read_r	0.332500	0.580076
uI.state[J]	uI.de_start_r	0.332600	0.317724
uI.ch_sel_r[J]	uI.uJ.ch_adrK_s[L]	0.332600	0.091878
uI.ch_sel_r[J]	uI.uJ.ch_csr_r[K]	0.333600	0.232954
uI.ch_sel_r[J]	uI.uJ.ch_eol	0.334800	0.234074
uI.uJ.state[K]	uI.uJ.ch_rl	0.335100	0.224516
uI.ch_sel_r[J]	uI.chunk_dec	0.336700	0.309083
uI.uJ.pri_outK[L]	uI.write_r	0.337500	0.212649
uI.uJ.state[K]	uI.ack_o[J]	0.337700	0.225787
uI.uJ.slv_adr[K]	uI.uJ.pointer_r[K]	0.339300	0.107266
rst_i	uI.uJ.ptr_valid	0.339600	0.633920
rst_i	uI.uJ.int_src_r[K]	0.339900	0.556282
rst_i	uI.uJ.ch_csr_r[K]	0.339900	0.566102
rst_i	uI.ch_sel_r[J]	0.339900	0.627237
rst_i	uI.state[J]	0.339900	0.575676
uI.uJ.pri_outK[L]	uI.read_r	0.341200	0.273069
uI.uJ.state[K]	uI.write_r	0.342300	0.259715
uI.uJ.state[K]	uI.ch_sel_r[J]	0.344300	0.126964
uI.ch_sel_r[J]	uI.chunk_J	0.345700	0.096180
rst_i	uI.int_maska_r[J]	0.345900	0.560860
rst_i	uI.int_maskb_r[J]	0.345900	0.560734
rst_i	uI.uJ.ch_csr_rK[L]	0.345900	0.557071
