# start	end	slack_synth_ns	slack_route_ns
mI_addr_i[J]	mI_data_o[J]	-0.238500	-0.218650
mI_addr_i[J]	mI_ack_o	-0.207500	-0.198831
mI_addr_i[J]	sI_stb_o	-0.205600	-0.201609
mI_addr_i[J]	mI_rty_o	-0.202400	-0.189133
mI_addr_i[J]	mI_err_o	-0.193100	-0.201617
mI_addr_i[J]	sI_addr_o[J]	-0.164600	-0.167101
mI_stb_i	sI_stb_o	-0.080900	-0.113541
sI_data_i[J]	mI_data_o[J]	-0.079800	-0.247851
mI_data_i[J]	sI_data_o[J]	-0.043400	-0.130489
sI_ack_i	mI_ack_o	-0.039100	-0.139635
mI_sel_i[J]	sI_sel_o[J]	-0.028300	-0.109985
mI_we_i	sI_we_o	-0.027400	-0.117064
sI_err_i	mI_err_o	0.003600	-0.115114
sI_rty_i	mI_rty_o	0.003600	-0.214917
rf.rf_ack	mI_data_o[J]	0.050600	-0.168485
mI_addr_i[J]	rf.confI[J]	0.065200	0.136695
mI_addr_i[J]	rf.rf_dout[I]	0.070100	0.055511
rf.rf_ack	mI_err_o	0.074600	-0.045580
rf.rf_ack	mI_rty_o	0.075400	-0.123531
sI.mast_sel_r[J]	sI_stb_o	0.077200	-0.185785
mI_addr_i[J]	mI.sJ_cyc_o	0.110200	0.378177
mI_addr_i[J]	rf.rf_we	0.111600	0.238540
sI.mast_sel_r[J]	sI_addr_o[J]	0.113000	-0.199518
mI_addr_i[J]	rf.rf_ack	0.122700	0.248567
sI.mast_sel_r[J]	sI_data_o[J]	0.150600	-0.173257
sI.mast_sel_r[J]	sI_sel_o[J]	0.155900	-0.163117
rf.rf_ack	mI_ack_o	0.167200	-0.052094
mI.sJ_cyc_o	sI_stb_o	0.172800	-0.006068
sI.mast_sel_r[J]	sI_we_o	0.182700	-0.150275
sI.mast_sel_r[J]	sI_cyc_o	0.207300	-0.174671
sI.mast_sel_r[J]	mI_ack_o	0.213500	-0.137143
rf.rf_ack	sI_cyc_o	0.229500	0.150575
sI.mast_sel_r[J]	mI_err_o	0.232400	-0.143614
sI.mast_sel_r[J]	mI_rty_o	0.234300	-0.155227
mI_data_i[J]	rf.confI[J]	0.241900	0.190040
mI_stb_i	rf.rf_dout[I]	0.246600	0.232356
mI_stb_i	rf.rf_we	0.250700	0.344753
rf.rf_dout[I]	mI_data_o[J]	0.250900	-0.070007
mI_stb_i	rf.rf_ack	0.255100	0.354780
mI.sJ_cyc_o	sI_cyc_o	0.257100	-0.079839
sI.mJ_cyc_r	sI_stb_o	0.260900	0.016205
mI_stb_i	mI.sJ_cyc_o	0.279600	0.410978
rf.confI[J]	sI.msel.arbJ.state[K]	0.331800	0.280858
sI.mJ_cyc_r	sI_cyc_o	0.338800	-0.019440
sI.mast_sel_r[J]	rf.rf_dout[I]	0.338900	0.054003
mI_we_i	rf.rf_we	0.342500	0.466661
sI.mast_sel_r[J]	rf.confI[J]	0.346800	0.103096
rst_i	sI.msel.pri_out[J]	0.354900	0.450191
mI.sJ_cyc_o	sI.msel.arbJ.state[K]	0.375500	0.293182
sI.mast_sel_r[J]	rf.rf_we	0.394400	0.252681
sI.mast_sel_r[J]	rf.rf_ack	0.405500	0.262709
sI.msel.arbJ.state[K]	sI.msel.arbJ.state[K]	0.421500	0.397574
mI_cyc_i	mI.sJ_cyc_o	0.423100	0.535040
mI.sJ_cyc_o	rf.rf_dout[I]	0.470800	0.320002
mI.sJ_cyc_o	rf.rf_we	0.490000	0.432398
mI.sJ_cyc_o	rf.rf_ack	0.501100	0.442426
mI.sJ_cyc_o	sI.msel.pri_out[J]	0.547600	0.501771
sI.mast_sel_r[J]	sI.next	0.553500	0.463689
sI.mJ_cyc_r	rf.rf_dout[I]	0.575400	0.360866
rf.confI[J]	sI.msel.pri_out[J]	0.588500	0.548111
sI.mJ_cyc_r	rf.rf_we	0.591000	0.473262
sI.mJ_cyc_r	rf.rf_ack	0.595300	0.483290
rf.rf_we	rf.confI[J]	0.597600	0.595080
rf.confI[J]	rf.rf_dout[I]	0.601800	0.434399
mI.sJ_cyc_o	sI.next	0.603200	0.595149
sI.msel.arbJ.state[K]	sI.mast_sel_r[J]	0.636200	0.616578
mI.sJ_cyc_o	mI.sJ_cyc_o	0.639900	0.562886
sI.msel.pri_out[J]	sI.mast_sel_r[J]	0.655800	0.633285
sI.mJ_cyc_r	sI.next	0.685000	0.655760
sI.msel.pri_out[J]	sI.msel.pri_out[J]	0.746200	0.734254
rf.confI[J]	rf.confI[J]	0.746500	0.699851
sI.next	sI.msel.pri_out[J]	0.748100	0.735193
mI.sJ_cyc_o	sI.mJ_cyc_r	0.816800	0.654500
rf.rf_we	rf.rf_we	0.829800	0.824468
rf.rf_ack	rf.rf_ack	0.832100	0.801520
