# start	end	slack_synth_ns	slack_route_ns
uI.uJ.pri_outK[L]	wbIs_data_o[J]	-0.212300	-0.468127
uI.uJ.state[K]	wbIs_data_o[J]	-0.206200	-0.452273
uI.dma_busy_r	wbIs_data_o[J]	-0.196700	-0.435403
wbI_addr_i[J]	wbIs_data_o[J]	-0.125300	-0.128311
wbI_addr_i[J]	wbI_addr_o[J]	-0.123500	-0.115569
wbI_addr_i[J]	wbI_cyc_o	-0.118200	-0.090571
uI.ch_sel_r[J]	wbIs_data_o[J]	-0.116800	-0.394265
wbI_addr_i[J]	wbI_sel_o[J]	-0.074600	-0.076176
wbI_addr_i[J]	wbI_stb_o	-0.067300	-0.110386
wbI_addr_i[J]	wbI_we_o	-0.067300	-0.093829
wbI_cyc_i	wbI_addr_o[J]	-0.014200	-0.044840
wbI_cyc_i	wbIs_data_o[J]	-0.002100	-0.032399
wbI_cyc_i	wbI_cyc_o	0.015200	0.005341
wbI_ack_i	wbI_ack_o	0.032400	0.078590
wbI_cyc_i	wbI_stb_o	0.057900	-0.031398
wbI_cyc_i	wbI_we_o	0.057900	-0.028721
wbI_cyc_i	wbI_sel_o[J]	0.058800	-0.019182
uI.ndr_r[J]	wbIs_data_o[J]	0.063000	-0.257322
uI.state[J]	wbIs_data_o[J]	0.071200	-0.250025
uI.uJ.ch_csr_r[K]	wbIs_data_o[J]	0.134900	-0.262473
wbI_stb_i	wbI_stb_o	0.165400	0.104201
wbI_we_i	wbI_we_o	0.165400	0.100039
wbIs_data_i[J]	wbIm_data_o[J]	0.165400	0.094076
wbIm_data_i[J]	wbIs_data_o[J]	0.165800	0.095566
uI.uJ.pri_outK[L]	uI.mastJ_adr[K]	0.172400	-0.029880
wbI_sel_i[J]	wbI_sel_o[J]	0.177300	0.112817
uI.uJ.state[K]	uI.mastJ_adr[K]	0.178500	-0.013987
uI.dma_busy_r	uI.mastJ_adr[K]	0.188000	0.007460
wbI_err_i	wbI_err_o	0.191700	0.132687
wbI_rty_i	wbI_rty_o	0.191700	0.142755
uI.uJ.pri_outK[L]	uI.adrJ_cnt[K]	0.233500	-0.047004
uI.uJ.state[K]	uI.adrJ_cnt[K]	0.239600	-0.031111
uI.uJ.pri_outK[L]	uI.uJ.pointer_sr[K]	0.244900	0.077181
uI.dma_busy_r	uI.adrJ_cnt[K]	0.249100	-0.010021
uI.uJ.state[K]	uI.uJ.pointer_sr[K]	0.250900	0.093035
