# start	end	slack_synth_ns	slack_route_ns
matrix_index_d[I]	_I_	-0.275400	0.033868
systolic.data_queue[I][J]	systolic.mul_product_reg[I][J]	-0.118600	-0.038505
systolic.weight_queue[I][J]	systolic.mul_product_reg[I][J]	-0.114300	-0.042694
srstn	systolic.mul_outcome[I]	0.141100	0.357156
srstn	_I_	0.156500	0.331427
srstn	systolic.matrix_mul_ID[J][K]	0.157300	0.355045
srstn	systolic_controll.state[I]	0.174700	0.414870
srstn	systolic.data_queue[I][J]	0.181900	0.334785
srstn	systolic.weight_queue[I][J]	0.183500	0.363662
srstn	systolic.mul_product_reg[I][J]	0.183700	0.351297
srstn	write_out.sram_wdata_a[I]	0.185600	0.360359
srstn	matrix_index_d[I]	0.186900	0.470423
srstn	data_set_d[I]	0.187100	0.480153
srstn	write_out.sram_wdata_c[I]	0.187400	0.335519
srstn	systolic_controll.addr_serial_num[I]	0.194600	0.377692
srstn	systolic_controll.cycle_num[I]	0.200700	0.446807
srstn	systolic_controll.data_set[I]	0.200700	0.445532
srstn	systolic_controll.tpu_done	0.200700	0.444457
systolic.mul_product_reg[I][J]	systolic.matrix_mul_ID[J][K]	0.201300	0.143852
systolic.matrix_mul_ID[J][K]	systolic.matrix_mul_ID[J][K]	0.202800	0.145338
srstn	systolic.is_accum_reg[I]	0.208400	0.418098
srstn	tpu_done	0.211300	0.520149
srstn	systolic.is_reset_reg[I]	0.213400	0.399537
systolic_controll.matrix_index[I]	systolic.mul_outcome[I]	0.227800	0.012646
srstn	write_out.sram_waddr_a[I]	0.233800	0.478064
srstn	systolic_controll.matrix_index[I]	0.245600	0.424625
matrix_index_d[I]	write_out.sram_wdata_a[I]	0.253600	0.132750
tpu_start	systolic_controll.addr_serial_num[I]	0.254300	0.485485
matrix_index_d[I]	write_out.sram_wdata_c[I]	0.254600	0.132046
systolic.mul_outcome[I]	write_out.sram_wdata_a[I]	0.265100	0.131842
systolic.mul_outcome[I]	write_out.sram_wdata_c[I]	0.265100	0.111837
systolic.mul_outcome[I]	_I_	0.278300	0.170990
srstn	write_out.sram_waddr_c[I]	0.282200	0.465779
systolic_controll.cycle_num[I]	systolic.is_accum_reg[I]	0.306200	0.218482
srstn	sram_write_enable_d	0.341900	0.584010
srstn	write_out.sram_write_enable_aI	0.344900	0.507718
srstn	write_out.sram_write_enable_cI	0.346600	0.527213
data_set_d[I]	_I_	0.401700	0.350066
systolic_controll.matrix_index[I]	systolic_controll.data_set[I]	0.418600	0.355298
systolic.matrix_mul_ID[J][K]	systolic.mul_outcome[I]	0.431400	0.307819
addr_sel.sram_raddr_wI[J]	sram_raddr_wI[J]	0.449100	0.144331
systolic_controll.matrix_index[I]	systolic_controll.state[I]	0.451600	0.356960
systolic_controll.cycle_num[I]	systolic_controll.data_set[I]	0.452800	0.448267
sram_write_enable_d	_I_	0.457100	0.383159
systolic_controll.matrix_index[I]	systolic_controll.matrix_index[I]	0.457800	0.387559
systolic_controll.cycle_num[I]	systolic.is_reset_reg[I]	0.460200	0.367979
systolic.is_accum_reg[I]	systolic.matrix_mul_ID[J][K]	0.464300	0.318420
addr_sel.sram_raddr_wI[J]	sram_raddr_dI[J]	0.465700	0.148203
systolic_controll.addr_serial_num[I]	addr_sel.sram_raddr_wI[J]	0.466800	0.460937
write_out.sram_waddr_a[I]	sram_waddr_a[I]	0.467900	0.158225
_I_	sram_waddr_b[I]	0.467900	0.150273
write_out.sram_waddr_c[I]	sram_waddr_c[I]	0.467900	0.159024
write_out.sram_wdata_a[I]	sram_wdata_a[I]	0.467900	0.135151
_I_	sram_wdata_b[I]	0.467900	0.137098
write_out.sram_wdata_c[I]	sram_wdata_c[I]	0.467900	0.127616
write_out.sram_write_enable_aI	sram_write_enable_aI	0.467900	0.164199
_I_	sram_write_enable_bI	0.467900	0.158588
write_out.sram_write_enable_cI	sram_write_enable_cI	0.467900	0.163785
tpu_done	tpu_done	0.467900	0.157899
tpu_start	systolic_controll.state[I]	0.468100	0.708938
systolic_controll.matrix_index[I]	systolic_controll.tpu_done	0.470700	0.377681
systolic.is_reset_reg[I]	systolic.matrix_mul_ID[J][K]	0.471900	0.312871
sram_rdata_dI[J]	systolic.data_queue[I][J]	0.480500	0.661400
sram_rdata_wI[J]	systolic.weight_queue[I][J]	0.480500	0.687941
data_set_d[I]	write_out.sram_wdata_c[I]	0.481700	0.416638
sram_write_enable_d	write_out.sram_wdata_a[I]	0.486200	0.412091
sram_write_enable_d	write_out.sram_wdata_c[I]	0.488100	0.387251
systolic_controll.addr_serial_num[I]	systolic_controll.addr_serial_num[I]	0.489200	0.461662
data_set_d[I]	write_out.sram_wdata_a[I]	0.491100	0.452903
matrix_index_d[I]	write_out.sram_waddr_a[I]	0.492800	0.473192
matrix_index_d[I]	write_out.sram_waddr_c[I]	0.492800	0.473302
systolic_controll.state[I]	systolic.is_accum_reg[I]	0.519100	0.307338
systolic_controll.cycle_num[I]	systolic_controll.matrix_index[I]	0.522300	0.509225
systolic_controll.cycle_num[I]	sram_write_enable_d	0.529400	0.528745
systolic_controll.state[I]	systolic.data_queue[I][J]	0.530600	0.252629
sram_write_enable_d	write_out.sram_waddr_a[I]	0.534400	0.529797
data_set_d[I]	write_out.sram_waddr_a[I]	0.539300	0.570609
systolic_controll.state[I]	systolic_controll.addr_serial_num[I]	0.554100	0.355568
systolic_controll.cycle_num[I]	systolic_controll.cycle_num[I]	0.556300	0.541480
systolic_controll.state[I]	systolic.weight_queue[I][J]	0.563200	0.253469
data_set_d[I]	write_out.sram_waddr_c[I]	0.576500	0.546898
systolic_controll.state[I]	systolic_controll.state[I]	0.579100	0.483847
sram_write_enable_d	write_out.sram_waddr_c[I]	0.582800	0.517512
systolic_controll.state[I]	systolic_controll.cycle_num[I]	0.590000	0.399731
systolic_controll.state[I]	systolic_controll.data_set[I]	0.590000	0.398456
systolic_controll.state[I]	systolic_controll.tpu_done	0.590000	0.397381
systolic_controll.state[I]	systolic.is_reset_reg[I]	0.629000	0.357120
data_set_d[I]	write_out.sram_write_enable_cI	0.640900	0.587676
sram_write_enable_d	write_out.sram_write_enable_aI	0.645500	0.559451
sram_write_enable_d	write_out.sram_write_enable_cI	0.647300	0.588601
data_set_d[I]	write_out.sram_write_enable_aI	0.650400	0.581432
systolic_controll.state[I]	sram_write_enable_d	0.652500	0.475055
systolic_controll.data_set[I]	systolic_controll.data_set[I]	0.666000	0.655031
systolic_controll.data_set[I]	systolic_controll.state[I]	0.694900	0.656812
systolic.data_queue[I][J]	systolic.data_queue[I][J]	0.698300	0.583213
systolic_controll.state[I]	systolic_controll.matrix_index[I]	0.701000	0.648416
systolic_controll.matrix_index[I]	matrix_index_d[I]	0.707600	0.695244
systolic.weight_queue[I][J]	systolic.weight_queue[I][J]	0.710300	0.602912
systolic_controll.data_set[I]	systolic_controll.tpu_done	0.714000	0.677533
systolic_controll.data_set[I]	data_set_d[I]	0.761500	0.755732
systolic_controll.tpu_done	tpu_done	0.771800	0.767070
