# start	end	slack_synth_ns	slack_route_ns
uI.mul_b[J]	uI.product_j[J]	-0.462900	-0.316450
uI.mul_a[J]	uI.product_j[J]	-0.459300	-0.318219
uI.mul_a[J]	uI.product_b_lo[J]	-0.415600	-0.288005
uI.mul_b[J]	uI.product_b_lo[J]	-0.413600	-0.281413
uI.mul_a[J]	uI.product_c_hi[J]	-0.396000	-0.275217
uI.mul_b[J]	uI.product_c_hi[J]	-0.394000	-0.306331
uI.mul_a[J]	uI.product_h[J]	-0.386400	-0.302007
uI.mul_b[J]	uI.product_h[J]	-0.384400	-0.289932
uI.mul_a[J]	uI.product_b_hi[J]	-0.383700	-0.275175
uI.mul_b[J]	uI.product_b_hi[J]	-0.377600	-0.281045
uI.mul_a[J]	uI.product_a_lo[J]	-0.374200	-0.285359
uI.mul_b[J]	uI.product_a_lo[J]	-0.372200	-0.279798
uI.mul_a[J]	uI.product_a_hi[J]	-0.356700	-0.256711
uI.mul_b[J]	uI.product_a_hi[J]	-0.354700	-0.256497
uI.mul_a[J]	uI.product_i[J]	-0.354300	-0.291549
uI.mul_b[J]	uI.product_i[J]	-0.352300	-0.291958
uI.mul_a[J]	uI.product_f_lo[J]	-0.322800	-0.217576
uI.mul_b[J]	uI.product_f_lo[J]	-0.320900	-0.259613
uI.mul_a[J]	uI.product_c_lo[J]	-0.308000	-0.282629
uI.mul_b[J]	uI.product_c_lo[J]	-0.306000	-0.292634
uI.mul_a[J]	uI.product_e_lo[J]	-0.291800	-0.218621
uI.mul_b[J]	uI.product_e_lo[J]	-0.289800	-0.225297
uI.mul_a[J]	uI.product_g_hi[J]	-0.267500	-0.210764
uI.mul_b[J]	uI.product_g_hi[J]	-0.265500	-0.228361
uI.mul_a[J]	uI.product_g_lo[J]	-0.257600	-0.184807
uI.mul_b[J]	uI.product_g_lo[J]	-0.255600	-0.222919
uI.mul_a[J]	uI.product_e_hi[J]	-0.207500	-0.172610
uI.mul_b[J]	uI.product_e_hi[J]	-0.205500	-0.176292
uI.mul_a[J]	uI.product_f_hi[J]	-0.202300	-0.192080
uI.mul_b[J]	uI.product_f_hi[J]	-0.200300	-0.209245
uI.divisor_b[J]	uI.divisor_shift_J[K]	0.026000	0.041900
uI.dividend_a[J]	uI.dividend_shift_J[K]	0.089200	0.085509
uI.exponent_under[J]	uI.product_J[K]	0.118400	0.167872
uI.diff[J]	uI.diff_shift_J[K]	0.121600	0.123044
uI.product_c[J]	uI.sum_J[K]	0.122000	0.032589
uI.sum_J[K]	uI.sum_J[K]	0.125200	0.032585
uI.mul_b[J]	uI.product_d[J]	0.126900	-0.002478
uI.mul_a[J]	uI.product_d[J]	0.130500	0.086774
uI.exponent_J[K]	uI.product_J[K]	0.136200	0.159625
uI.dividend_reg[J]	uI.dividend_reg[J]	0.162900	0.107086
uI.divisor_reg[J]	uI.dividend_reg[J]	0.181700	0.128589
rst	uI.sum_J[K]	0.195600	0.374034
rst	uI.product_c[J]	0.196300	0.392181
rst	uI.product_d[J]	0.196300	0.392028
rst	uI.product_a_lo[J]	0.197000	0.380748
rst	uI.product_g[J]	0.201400	0.444279
rst	uI.product_a[J]	0.201600	0.373915
rst	uI.product_i[J]	0.201800	0.392371
uI.remainder_shift_term[J]	uI.remainder_b[J]	0.202000	0.153847
rst	uI.dividend_reg[J]	0.205100	0.342218
rst	uI.expon_final_J[K]	0.205100	0.386078
