# start	end	slack_synth_ns	slack_route_ns
uI.mul_a_lo_r[J]	uI.product_c[J]	-0.822000	-0.652598
uI.mul_b_rJ[K]	uI.product_c[J]	-0.820100	-0.637291
uI.mul_a_lo_r[J]	uI.product_b[J]	-0.801700	-0.648186
uI.mul_b_rJ[K]	uI.product_b[J]	-0.799700	-0.633699
uI.mul_a_lo_r[J]	uI.product_a[J]	-0.794100	-0.646580
uI.mul_b_rJ[K]	uI.product_a[J]	-0.792100	-0.641628
uI.mul_a_hi_r[J]	uI.product_c[J]	-0.634100	-0.535711
uI.mul_a_hi_r[J]	uI.product_a[J]	-0.607200	-0.523170
uI.mul_a_mid_r[J]	uI.product_g[J]	-0.582500	-0.459625
uI.mul_b_rJ[K]	uI.product_g[J]	-0.580500	-0.507297
uI.mul_a_hi_r[J]	uI.product_b[J]	-0.563400	-0.517464
uI.mul_a_mid_r[J]	uI.product_f[J]	-0.544900	-0.521160
uI.mul_b_rJ[K]	uI.product_f[J]	-0.536400	-0.523072
uI.mul_a_mid_r[J]	uI.product_e[J]	-0.506300	-0.470443
uI.mul_b_rJ[K]	uI.product_e[J]	-0.504300	-0.459741
uI.mul_a_top_r[J]	uI.product_h[J]	-0.403700	-0.377130
uI.mul_b_rJ[K]	uI.product_h[J]	-0.401700	-0.438275
uI.mul_a_top_r[J]	uI.product_j[J]	-0.352100	-0.367964
uI.mul_b_rJ[K]	uI.product_j[J]	-0.350100	-0.404901
uI.mul_a_top_r[J]	uI.product_i[J]	-0.316300	-0.375730
uI.mul_b_rJ[K]	uI.product_i[J]	-0.314400	-0.402201
uI.mul_a_lo_r[J]	uI.product_d[J]	-0.142100	-0.172996
uI.mul_b_rJ[K]	uI.product_d[J]	-0.138900	-0.228482
uI.minuend[J]	uI.diff[J]	0.118600	0.067969
uI.subtra_shift_J[K]	uI.diff[J]	0.143000	0.083544
uI.sum_J[K]	uI.sum_J[K]	0.161300	0.090343
uI.product_h[J]	uI.sum_J[K]	0.162500	0.115326
uI.divisor_b[J]	uI.divisor_shift_J[K]	0.173700	0.134016
uI.dividend_reg[J]	uI.dividend_reg[J]	0.173700	0.096299
uI.dividend_reg[J]	uI.remainder_msb	0.179700	0.222450
uI.dividend_a[J]	uI.dividend_shift_J[K]	0.182100	0.167397
uI.dividend_reg[J]	uI.quotient[J]	0.189700	0.192510
uI.mul_a_hi_r[J]	uI.product_d[J]	0.189700	0.147944
uI.divisor_reg[J]	uI.remainder_msb	0.190000	0.246534
