# start	end	slack_synth_ns	slack_route_ns
RsDecodeSyndrome.count[I]	RsDecodePolymul.sumReg_I[J]	-0.041800	-0.045325
RsDecodeDelay.RsDecodeDpRam.rRdAddr[I]	RsDecodeDelay.RsDecodeDpRam.q[I]	-0.017400	-0.008337
enable	RsDecodeChien.denomEIInvReg[J]	-0.001400	0.333539
enable	RsDecodeEuclide.omegaInvReg[I]	-0.001400	0.414864
enable	doneReg[I]	0.008700	0.375896
enable	lambdaRegI_J[K]	0.008700	0.349496
enable	startReg[I]	0.008700	0.362935
RsDecodeEuclide.qNewReg[I]	RsDecodeEuclide.omegaInner_I[J]	0.010800	-0.000553
enable	RsDecodeChien.numErrorReg[I]	0.011700	0.347992
enable	omegaShiftedReg_I[J]	0.012600	0.319111
enable	doneShiftReg	0.013200	0.474096
enable	RsDecodePolymul.sumReg_I[J]	0.014500	0.269684
enable	RsDecodeEuclide.qNewReg[I]	0.016400	0.381921
enable	RsDecodePolymul.epsilonReg_I[J]	0.016400	0.317274
enable	RsDecodeSyndrome.reg_I[J]	0.016600	0.286043
enable	RsDecodeChien.lambdaReg_I[J]	0.019700	0.329816
enable	RsDecodeChien.omegaReg_I[J]	0.019700	0.323114
enable	RsDecodeChien.epsilonReg_I[J]	0.019700	0.315554
enable	RsDecodeChien.denomEIReg[J]	0.021500	0.333539
enable	RsDecodeChien.numeRegI[J]	0.021500	0.362777
enable	RsDecodeChien.lambdaOddReg[I]	0.021500	0.357085
enable	RsDecodeChien.count[I]	0.021500	0.338793
enable	RsDecodeChien.epsilonOddReg[I]	0.021500	0.403854
enable	RsDecodeChien.lambdaEvenRegI[J]	0.021500	0.351318
enable	RsDecodeChien.lambdaOddRegI[J]	0.021500	0.357085
enable	RsDecodeChien.lambdaSumReg[I]	0.021500	0.340610
enable	RsDecodeChien.omegaSumReg[I]	0.021500	0.376200
RsDecodeChien.lambdaReg_I[J]	RsDecodeChien.numErrorReg[I]	0.021700	0.015337
enable	RsDecodeDelay.RsDecodeDpRam.mem[I][J]	0.024500	0.290116
RsDecodeEuclide.omegaInner_I[J]	RsDecodeEuclide.omegaInner_I[J]	0.025400	0.057960
enable	RsDecodeEuclide.omegaBkpReg[I]	0.025400	0.400284
enable	RsDecodeEuclide.phase[I]	0.025400	0.411257
enable	RsDecodeErasure.count[I]	0.026000	0.322829
RsDecodeEuclide.omegaInner_I[J]	RsDecodeEuclide.omegaBkp_I[J]	0.026100	0.047802
